City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Leningradskiy,RU,2021-11-28 20:08:30,69.3833,178.4167,-21.14,94,85,11.3
294,Belyy Yar,RU,2021-11-28 20:08:31,53.6039,91.3903,24.69,54,0,11.18
295,Finkenstein,AT,2021-11-28 20:08:31,46.5623,13.8709,34.23,98,100,3.71
296,Baie-Comeau,CA,2021-11-28 20:07:43,49.2168,-68.1489,29.77,73,100,14.12
297,Bengkulu,ID,2021-11-28 20:08:32,-3.8004,102.2655,75.94,86,100,4.85
298,Palakollu,IN,2021-11-28 20:08:32,16.5333,81.7333,72.39,95,100,3.71
299,Miraflores,MX,2021-11-28 20:08:33,19.2167,-98.8083,70.45,34,43,3.65
300,Katsuura,JP,2021-11-28 20:08:33,35.1333,140.3,48.31,55,2,1.41
301,Watrous,CA,2021-11-28 20:08:33,51.6668,-105.4679,28.71,90,100,7.74
302,Monteagudo,BO,2021-11-28 20:08:34,-19.8167,-63.9833,65.62,96,100,8.93
303,Kyra,RU,2021-11-28 20:08:34,49.5776,111.9753,6.35,79,92,2.93
304,Oroszlany,HU,2021-11-28 20:08:34,47.4867,18.3123,35.15,90,100,10.0
305,Celestun,MX,2021-11-28 20:08:35,20.8667,-90.4,79.14,66,100,10.92
306,Tayturka,RU,2021-11-28 20:08:35,52.8692,103.4608,14.65,90,100,3.76
307,Slave Lake,CA,2021-11-28 20:08:36,55.2834,-114.769,46.69,63,91,6.67
308,Mpika,ZM,2021-11-28 20:08:36,-11.8343,31.4529,65.19,70,2,1.83
309,Kolyvan,RU,2021-11-28 20:08:36,55.3053,82.7391,13.62,97,97,6.89
310,Fort-De-France,MQ,2021-11-28 20:08:37,14.6089,-61.0733,84.15,70,75,10.36
311,Abu Samrah,SY,2021-11-28 20:08:37,35.3029,37.1841,61.09,54,5,5.08
312,Merke,KZ,2021-11-28 20:08:37,42.8728,73.1786,33.66,54,12,5.91
313,Longyearbyen,SJ,2021-11-28 20:08:38,78.2186,15.6401,10.24,56,75,27.63
314,North Bend,US,2021-11-28 20:08:38,43.4065,-124.2243,53.51,100,90,6.91
315,Morro Bay,US,2021-11-28 20:08:39,35.3658,-120.8499,79.25,28,0,1.72
316,Benguela,AO,2021-11-28 20:08:39,-12.5763,13.4055,76.01,81,97,8.66
317,Lagoa,PT,2021-11-28 20:09:39,39.05,-27.9833,60.42,55,60,1.59
318,Faya,SA,2021-11-28 20:09:40,18.3851,42.4509,55.92,37,0,5.61
319,Bonthe,SL,2021-11-28 20:09:40,7.5264,-12.505,80.19,80,6,6.67
320,Niquero,CU,2021-11-28 20:09:40,20.0431,-77.5828,80.82,60,6,6.53
321,Kahului,US,2021-11-28 20:09:41,20.8947,-156.47,80.62,61,20,18.41
322,Veraval,IN,2021-11-28 20:09:41,20.9,70.3667,76.53,48,60,5.57
323,Nelson Bay,AU,2021-11-28 20:09:42,-32.7167,152.15,60.85,76,100,6.15
324,Port Keats,AU,2021-11-28 20:09:42,-14.25,129.55,80.29,76,100,3.29
325,Samarai,PG,2021-11-28 20:09:42,-10.6167,150.6667,82.18,80,100,7.58
326,Meru,KE,2021-11-28 20:09:43,0.0463,37.6559,59.77,92,61,1.88
327,Tilichiki,RU,2021-11-28 20:09:43,60.4667,166.1,21.38,95,100,9.62
328,Costa Rica,BR,2021-11-28 20:09:44,-23.4167,-54.65,81.79,66,79,5.46
329,Alenquer,BR,2021-11-28 20:09:44,-1.9417,-54.7383,88.14,59,99,4.09
330,Yongan,CN,2021-11-28 20:09:45,39.6957,113.6871,34.61,83,100,3.13
331,Pemba,MZ,2021-11-28 20:09:45,-12.974,40.5178,79.3,71,43,13.47
332,San Cristobal,VE,2021-11-28 20:09:45,7.7669,-72.225,78.98,52,62,3.58
333,Mandalgovi,MN,2021-11-28 20:09:46,45.7625,106.2708,13.87,88,14,13.91
334,Tasiilaq,GL,2021-11-28 20:09:46,65.6145,-37.6368,26.76,97,96,3.44
335,Sistranda,NO,2021-11-28 20:09:47,63.7256,8.834,21.16,67,92,15.57
336,Erenhot,CN,2021-11-28 20:09:47,43.6475,111.9767,23.7,72,100,7.27
337,Prudentopolis,BR,2021-11-28 20:09:47,-25.2131,-50.9778,85.1,32,91,5.97
338,Dunedin,NZ,2021-11-28 20:09:48,-45.8742,170.5036,58.44,57,57,1.99
339,Buraydah,SA,2021-11-28 20:09:48,26.326,43.975,61.99,37,0,6.93
340,Osoyoos,CA,2021-11-28 20:09:49,49.0331,-119.4524,62.19,94,100,3.62
341,Jeremie,HT,2021-11-28 20:09:49,18.65,-74.1167,79.92,76,42,5.39
342,Leh,IN,2021-11-28 20:09:50,34.1667,77.5833,15.03,64,1,2.59
343,Bethel,US,2021-11-28 20:05:00,41.3712,-73.414,37.98,75,90,3.44
344,Shache,CN,2021-11-28 20:05:37,38.4167,77.2406,29.08,38,32,3.36
345,Orbetello,IT,2021-11-28 20:09:50,42.4408,11.2196,50.43,61,45,9.64
346,Fethiye,TR,2021-11-28 20:09:51,36.6217,29.1164,66.07,52,94,5.14
347,Kavieng,PG,2021-11-28 20:09:51,-2.5744,150.7967,81.18,79,74,9.08
348,Kosino,RU,2021-11-28 20:09:51,58.4127,51.2782,33.42,98,100,12.77
349,Kudahuvadhoo,MV,2021-11-28 20:09:52,2.6708,72.8944,82.81,69,96,16.53
350,Venado Tuerto,AR,2021-11-28 20:09:52,-33.7456,-61.9688,76.24,41,20,20.07
351,Newtownards,GB,2021-11-28 20:09:53,54.5924,-5.6909,39.15,70,19,4.61
352,Lancaster,US,2021-11-28 20:05:30,40.2504,-76.2499,46.78,61,90,4.61
353,Merauke,ID,2021-11-28 20:09:53,-8.4667,140.3333,79.7,80,100,3.6
354,Brokopondo,SR,2021-11-28 20:09:54,4.75,-55.1667,89.11,51,22,7.87
355,Ternate,ID,2021-11-28 20:09:54,0.8,127.4,78.35,82,100,1.21
356,Jurm,AF,2021-11-28 20:09:54,36.8648,70.8342,41.77,82,100,2.8
357,Minervino Murge,IT,2021-11-28 20:09:55,41.0843,16.0784,49.32,74,88,12.77
358,Geraldton,AU,2021-11-28 20:09:55,-28.7667,114.6,68.41,88,90,10.36
359,Laguna,US,2021-11-28 20:09:56,38.421,-121.4238,71.42,59,1,5.75
360,Betare Oya,CM,2021-11-28 20:09:56,5.6,14.0833,73.26,39,88,1.36
361,Portree,GB,2021-11-28 20:09:57,57.4129,-6.1942,35.73,70,81,1.48
362,Kampot,KH,2021-11-28 20:09:57,10.6167,104.1833,80.65,82,100,12.73
363,Vizinga,RU,2021-11-28 20:10:57,61.0749,50.1031,33.49,98,100,9.75
364,Panjab,AF,2021-11-28 20:10:58,34.388,67.0233,25.3,86,7,1.1
365,Riachao Das Neves,BR,2021-11-28 20:10:58,-11.7461,-44.91,80.89,72,55,3.49
366,Duluth,US,2021-11-28 20:06:33,46.7833,-92.1066,36.66,51,20,16.11
367,Saint George,US,2021-11-28 20:07:11,37.1041,-113.5841,73.87,23,1,0.0
368,Praya,CV,2021-11-28 20:10:59,14.9215,-23.5087,75.74,69,40,24.16
369,Nesterovskaya,RU,2021-11-28 20:10:12,43.2386,45.0503,36.36,69,100,2.44
370,Sorong,ID,2021-11-28 20:10:59,-0.8833,131.25,78.55,85,100,3.83
371,Kenai,US,2021-11-28 20:11:00,60.5544,-151.2583,5.09,78,90,10.36
372,Meulaboh,ID,2021-11-28 20:07:16,4.1363,96.1285,74.41,91,100,4.05
373,Shwebo,MM,2021-11-28 20:11:00,22.5667,95.7,64.33,79,1,5.59
374,Pine Bluff,US,2021-11-28 20:11:01,34.2284,-92.0032,62.71,44,1,10.36
375,Dumabato,PH,2021-11-28 20:11:01,16.3167,121.7,69.76,95,65,0.45
376,Angoche,MZ,2021-11-28 20:11:02,-16.2325,39.9086,76.23,66,0,10.42
377,Bethlehem,BR,2021-11-28 20:11:02,-1.4558,-48.5044,75.24,88,40,4.61
378,Jhang,PK,2021-11-28 20:11:02,33.6748,72.6963,54.57,42,3,2.66
379,Lorengau,PG,2021-11-28 20:11:03,-2.0226,147.2712,79.9,81,96,2.55
380,Santa Vitoria Do Palmar,BR,2021-11-28 20:11:03,-33.5189,-53.3681,66.83,97,100,3.09
381,Camana,PE,2021-11-28 20:11:03,-16.6228,-72.7111,69.71,74,88,7.85
382,Buenos Aires,AR,2021-11-28 20:06:53,-34.6132,-58.3772,65.88,94,90,3.44
383,Piacabucu,BR,2021-11-28 20:11:04,-10.4056,-36.4344,81.01,79,85,14.23
384,Minden,DE,2021-11-28 20:11:04,52.2833,8.9167,37.62,87,75,8.05
385,Socoltenango,MX,2021-11-28 20:11:05,16.2167,-92.25,73.13,53,100,2.91
386,Ponta Delgada,PT,2021-11-28 20:11:05,37.7333,-25.6667,61.52,72,75,8.05
387,Myitkyina,MM,2021-11-28 20:11:06,25.3833,97.4,57.47,70,5,2.37
388,Chernyshevskiy,RU,2021-11-28 20:11:06,63.0128,112.4714,-19.23,100,99,1.79
389,Vangaindrano,MG,2021-11-28 20:11:06,-23.35,47.6,67.19,66,100,2.39
390,Quesnel,CA,2021-11-28 20:11:07,52.9999,-122.5029,44.13,83,100,8.9
391,Guerrero Negro,MX,2021-11-28 20:11:07,27.9769,-114.0611,77.5,34,0,6.15
392,Tutoia,BR,2021-11-28 20:11:08,-2.7619,-42.2744,87.78,73,85,11.77
393,Dzhebariki-Khaya,RU,2021-11-28 20:11:08,62.2167,135.8,-9.6,100,100,0.96
394,Airai,TL,2021-11-28 20:11:08,-8.9266,125.4092,60.6,90,100,0.96
395,Japura,ID,2021-11-28 20:11:09,-0.3167,102.35,72.64,91,100,2.19
396,Baruun-Urt,MN,2021-11-28 20:11:09,46.6806,113.2792,7.34,98,82,4.36
397,Beringovskiy,RU,2021-11-28 20:11:09,63.05,179.3167,3.65,96,97,4.97
398,Jumla,NP,2021-11-28 20:11:10,29.2747,82.1838,39.69,65,0,4.9
399,Nanakuli,US,2021-11-28 20:11:10,21.3906,-158.1547,80.55,71,1,9.22
400,Rocha,UY,2021-11-28 20:11:11,-34.4833,-54.3333,68.5,91,100,4.18
401,Kirkland Lake,CA,2021-11-28 20:11:11,48.1446,-80.0377,13.03,59,97,1.39
402,Baykit,RU,2021-11-28 20:11:11,61.67,96.37,14.05,96,100,1.03
403,Male,MV,2021-11-28 20:09:36,4.1748,73.5089,81.84,72,98,15.08
404,Sibolga,ID,2021-11-28 20:11:12,1.7427,98.7792,74.28,90,100,1.52
405,Fare,PF,2021-11-28 20:11:12,-16.7,-151.0167,81.32,74,75,12.48
406,Saint-Etienne,FR,2021-11-28 20:11:13,45.4333,4.4,32.63,93,90,6.91
407,Cabo San Lucas,MX,2021-11-28 20:09:45,22.8909,-109.9124,79.9,65,90,0.0
408,Kota Belud,MY,2021-11-28 20:11:13,6.351,116.4305,75.06,87,100,3.53
409,Dabeiba,CO,2021-11-28 20:11:14,7.0017,-76.2672,80.56,87,75,3.76
410,Taltal,CL,2021-11-28 20:11:14,-25.4,-70.4833,66.31,66,25,6.04
411,Miranda,CO,2021-11-28 20:11:15,3.2499,-76.2281,82.53,60,84,3.02
412,Moron,AR,2021-11-28 20:12:15,-34.6534,-58.6198,65.89,96,100,7.45
413,Patiya,BD,2021-11-28 20:12:16,22.2931,91.9762,60.71,84,8,3.85
414,Kavaratti,IN,2021-11-28 20:12:16,10.5669,72.642,80.58,79,100,11.27
415,Yinchuan,CN,2021-11-28 20:12:16,38.4681,106.2731,32.47,24,99,10.87
416,Takoradi,GH,2021-11-28 20:12:17,4.8845,-1.7554,80.58,80,99,6.35
417,Fernley,US,2021-11-28 20:10:02,39.608,-119.2518,57.31,26,1,2.01
418,Sidney,AU,2021-11-28 20:11:41,-33.8679,151.2073,60.1,72,75,8.05
419,Krasnoyarsk,RU,2021-11-28 20:11:41,56.0097,92.7917,23.4,85,96,14.79
420,Muchkapskiy,RU,2021-11-28 20:12:18,51.8513,42.4717,41.11,95,100,7.07
421,Mudanjiang,CN,2021-11-28 20:07:59,44.5833,129.6,29.8,93,94,7.0
422,Kotovo,RU,2021-11-28 20:12:18,50.3211,44.8012,39.45,97,95,7.31
423,Xuddur,SO,2021-11-28 20:12:19,4.1213,43.8894,76.82,67,23,9.22
424,Bosaso,SO,2021-11-28 20:12:19,11.2842,49.1816,76.98,70,17,0.49
425,Taihe,CN,2021-11-28 20:12:20,30.8712,105.3845,56.21,73,100,4.32
426,Xiangfan,CN,2021-11-28 20:12:20,32.0422,112.1448,48.47,67,30,3.51
427,Skjervoy,NO,2021-11-28 20:12:20,70.0311,20.9714,17.78,60,100,14.88
428,Talcahuano,CL,2021-11-28 20:12:21,-36.7167,-73.1167,65.88,45,0,23.02
429,Los Llanos De Aridane,ES,2021-11-28 20:12:21,28.6585,-17.9182,60.55,77,75,19.57
430,Maua,BR,2021-11-28 20:10:46,-23.6678,-46.4614,82.2,62,61,6.31
431,Bakchar,RU,2021-11-28 20:12:22,57.0186,82.0711,15.39,97,100,6.2
432,Verkhnevilyuysk,RU,2021-11-28 20:12:22,63.4453,120.3167,-15.09,100,88,3.83
433,Bilibino,RU,2021-11-28 20:12:22,68.0546,166.4372,-7.42,99,95,3.69
434,Ariogala,LT,2021-11-28 20:12:23,55.2667,23.4667,33.71,93,100,7.43
435,Ossora,RU,2021-11-28 20:12:23,59.2353,163.0719,31.89,99,100,19.89
436,Codrington,AU,2021-11-28 20:12:24,-38.2667,141.9667,48.04,92,1,7.99
437,Tagusao,PH,2021-11-28 20:12:24,9.1924,117.8141,79.48,82,100,4.21
438,Anqiu,CN,2021-11-28 20:12:24,36.4342,119.1925,49.96,83,100,1.86
439,Chapais,CA,2021-11-28 20:12:25,49.7834,-74.8492,15.58,87,100,6.26
440,Viedma,AR,2021-11-28 20:12:25,-40.8135,-62.9967,75.27,23,0,10.56
441,Mokhsogollokh,RU,2021-11-28 20:12:26,61.4681,128.9203,-2.83,94,100,6.67
442,Mayya,RU,2021-11-28 20:12:26,61.7333,130.2811,-4.68,96,100,6.78
443,Saint-Augustin,CA,2021-11-28 20:12:26,51.226,-58.6502,34.81,80,100,24.23
444,Havre-Saint-Pierre,CA,2021-11-28 20:12:27,50.2334,-63.5986,35.6,80,90,16.11
445,Matagami,CA,2021-11-28 20:12:27,49.7502,-77.6328,15.91,92,90,3.44
446,Prince Rupert,CA,2021-11-28 20:12:28,54.3161,-130.3201,42.49,78,90,9.22
447,Gravdal,NO,2021-11-28 20:12:28,68.1214,13.5031,28.08,100,75,5.75
448,Shar,KZ,2021-11-28 20:12:28,49.5886,81.0453,10.47,84,5,8.25
449,Gorontalo,ID,2021-11-28 20:12:29,0.5412,123.0595,75.09,95,100,3.22
450,Westlock,CA,2021-11-28 20:12:29,54.1502,-113.8688,37.78,99,100,11.32
451,Magdagachi,RU,2021-11-28 20:12:30,53.45,125.8,4.78,62,0,6.17
452,Sao Joao Da Barra,BR,2021-11-28 20:12:30,-21.6403,-41.0511,73.49,88,90,5.66
453,Erzin,TR,2021-11-28 20:12:30,36.9559,36.2,52.52,58,5,3.33
454,Valparaiso,CL,2021-11-28 20:12:31,-33.0393,-71.6273,82.04,30,0,16.11
455,Kovdor,RU,2021-11-28 20:12:31,67.5662,30.4758,2.48,98,100,3.87
456,Sawakin,SD,2021-11-28 20:12:32,19.1059,37.3321,81.07,76,24,7.38
457,Vila Velha,BR,2021-11-28 20:12:32,-20.3297,-40.2925,76.95,83,75,14.97
458,Leopold,AU,2021-11-28 20:13:32,-38.1833,144.4667,52.32,93,0,4.61
459,Santander,ES,2021-11-28 20:13:33,43.4647,-3.8044,51.12,93,75,23.02
460,Lasa,IT,2021-11-28 20:13:33,46.6166,10.7002,30.11,94,100,6.58
461,Alihe,CN,2021-11-28 20:13:34,50.5667,123.7167,7.63,98,77,2.84
462,Calabar,NG,2021-11-28 20:13:34,4.9517,8.322,77.77,87,50,2.62
463,Jining,CN,2021-11-28 20:13:34,35.405,116.5814,46.24,86,4,1.9
464,Daloa,CI,2021-11-28 20:13:35,6.8774,-6.4502,78.93,65,72,3.56
465,Champerico,GT,2021-11-28 20:13:35,14.3,-91.9167,91.94,69,39,6.67
466,Ankara,TR,2021-11-28 20:13:22,39.9199,32.8543,47.32,78,4,4.7
467,Grand-Santi,GF,2021-11-28 20:13:36,4.25,-54.3833,86.99,57,58,5.14
468,Sakaiminato,JP,2021-11-28 20:13:36,35.55,133.2333,49.44,62,100,6.98
469,Bailieborough,IE,2021-11-28 20:13:37,53.9167,-6.9667,34.52,91,77,4.14
470,Machakos,KE,2021-11-28 20:13:37,-1.5167,37.2667,62.55,92,63,2.75
471,Troutdale,US,2021-11-28 20:13:37,45.5393,-122.3873,61.99,65,1,11.5
472,Avera,US,2021-11-28 20:13:38,33.194,-82.5271,60.67,32,80,9.15
473,Beira,MZ,2021-11-28 20:13:38,-19.8436,34.8389,73.49,78,0,6.91
474,Pozo Colorado,PY,2021-11-28 20:13:39,-23.4923,-58.7972,79.29,74,100,11.9
475,Lock Haven,US,2021-11-28 20:13:39,41.137,-77.4469,40.15,84,100,8.19
476,Green Valley,US,2021-11-28 20:13:39,31.8543,-110.9937,76.96,14,0,8.5
477,Oksovskiy,RU,2021-11-28 20:13:40,62.6062,39.8984,12.22,89,100,7.34
478,Ucluelet,CA,2021-11-28 20:13:35,48.9329,-125.5528,52.11,95,100,2.01
479,Lahaina,US,2021-11-28 20:09:17,20.8783,-156.6825,80.6,69,8,11.41
480,Atikokan,CA,2021-11-28 20:13:40,48.7555,-91.6216,26.47,68,100,8.32
481,Sabha,LY,2021-11-28 20:13:41,27.0377,14.4283,75.78,19,100,11.97
482,Singaraja,ID,2021-11-28 20:13:41,-8.112,115.0882,75.29,88,100,1.99
483,Changli,CN,2021-11-28 20:13:42,39.7042,119.1506,41.36,87,52,3.11
484,Ulagan,RU,2021-11-28 20:13:42,50.6321,87.9563,9.73,93,99,0.94
485,Anadyr,RU,2021-11-28 20:13:43,64.75,177.4833,2.41,95,100,1.66
486,Pingzhuang,CN,2021-11-28 20:13:43,42.0372,119.2889,30.27,71,100,5.99
487,San Diego,US,2021-11-28 20:12:29,32.7153,-117.1573,87.08,22,1,9.22
488,Sasayama,JP,2021-11-28 20:13:44,35.0667,135.2167,37.31,80,84,2.19
489,Puerto Escondido,MX,2021-11-28 20:13:44,15.85,-97.0667,86.83,58,40,5.75
490,Flinders,AU,2021-11-28 20:13:45,-34.5833,150.8552,57.31,79,82,5.03
491,Itoman,JP,2021-11-28 20:13:45,26.1247,127.6694,69.82,68,75,12.66
492,Rock Sound,BS,2021-11-28 20:09:02,24.9,-76.2,75.87,65,48,1.95
493,Ramshir,IR,2021-11-28 20:13:46,30.8946,49.4092,68.85,39,70,5.61
494,Murgab,TM,2021-11-28 20:13:46,37.4966,61.9714,50.38,47,6,9.08
495,Xam Nua,LA,2021-11-28 20:13:47,20.4197,104.0439,51.71,98,92,1.39
496,Hinton,CA,2021-11-28 20:13:47,53.4001,-117.5857,33.84,89,100,7.45
497,Satipo,PE,2021-11-28 20:13:48,-11.2522,-74.6386,84.76,55,100,2.46
498,Wajid,SO,2021-11-28 20:13:48,3.8093,43.2471,78.71,64,14,9.15
499,Manavalakurichi,IN,2021-11-28 20:13:48,8.1333,77.3,75.29,88,100,6.69
500,Truth Or Consequences,US,2021-11-28 20:13:49,33.1284,-107.2528,62.83,21,1,5.75
501,Melfort,CA,2021-11-28 20:13:49,52.8667,-104.6177,28.53,64,100,6.91
502,Isangel,VU,2021-11-28 20:14:50,-19.55,169.2667,79.93,79,100,6.51
503,Cayenne,GF,2021-11-28 20:14:50,4.9333,-52.3333,80.64,89,75,16.11
504,Verkhniye Sergi,RU,2021-11-28 20:14:50,56.6469,59.5556,26.19,68,100,12.21
505,Skegness,GB,2021-11-28 20:14:51,53.1436,0.3363,34.09,84,97,17.65
506,Stepnyak,KZ,2021-11-28 20:14:51,52.8339,70.7803,12.58,73,98,9.66
507,Tianpeng,CN,2021-11-28 20:12:56,30.9866,103.9393,52.32,75,100,2.84
508,Pauini,BR,2021-11-28 20:14:52,-7.7136,-66.9764,79.9,73,100,2.53
509,Zlobin,HR,2021-11-28 20:14:52,45.2924,14.6541,34.9,87,75,10.36
510,Itarema,BR,2021-11-28 20:14:52,-2.9248,-39.9167,83.25,69,33,15.93
511,Teguise,ES,2021-11-28 20:14:53,29.0605,-13.564,61.02,63,20,14.97
512,Ulladulla,AU,2021-11-28 20:14:53,-35.35,150.4667,57.38,72,95,3.62
513,Barreirinhas,BR,2021-11-28 20:14:54,-2.7469,-42.8264,84.06,68,100,10.76
514,La Rioja,ES,2021-11-28 20:14:54,42.25,-2.5,33.58,98,100,12.21
515,Tezu,IN,2021-11-28 20:14:54,27.9167,96.1667,60.84,49,0,4.23
516,Naryan-Mar,RU,2021-11-28 20:14:55,67.6713,53.087,-8.09,100,82,5.64
517,Hirara,JP,2021-11-28 20:14:55,24.8,125.2833,70.47,84,100,27.76
518,Tahoua,NE,2021-11-28 20:14:56,14.8888,5.2692,80.76,11,100,9.89
519,Nome,US,2021-11-28 20:14:56,64.5011,-165.4064,-21.93,76,1,3.44
520,Peniche,PT,2021-11-28 20:14:56,39.3558,-9.3811,56.68,88,72,20.87
521,Porto Novo,BJ,2021-11-28 20:14:57,6.4965,2.6036,84.02,79,98,8.3
522,Edson,CA,2021-11-28 20:12:45,53.5835,-116.4356,37.98,90,100,4.34
523,Acari,PE,2021-11-28 20:14:57,-15.4311,-74.6158,77.47,56,77,10.31
524,Nuevo Progreso,MX,2021-11-28 20:14:58,23.1667,-97.95,68.31,79,99,12.03
525,Constantine,DZ,2021-11-28 20:14:58,36.365,6.6147,41.16,71,57,13.29
526,Chokurdakh,RU,2021-11-28 20:14:58,70.6333,147.9167,-39.28,100,75,0.56
527,Gboko,NG,2021-11-28 20:14:59,7.3179,8.9951,84.2,21,100,3.49
528,Gohpur,IN,2021-11-28 20:14:59,26.8833,93.6333,59.04,66,0,2.51
529,Roald,NO,2021-11-28 20:15:00,62.5833,6.1333,26.74,68,0,12.66
530,Pionerskiy,RU,2021-11-28 20:15:00,54.9508,20.2275,35.44,86,100,9.15
531,Mitchell,US,2021-11-28 20:13:16,43.7094,-98.0298,48.18,49,1,9.22
532,Auki,SB,2021-11-28 20:15:00,-8.7676,160.7034,78.78,85,82,4.38
533,Okha,RU,2021-11-28 20:15:01,53.5739,142.9478,22.17,71,100,8.68
534,Soller,ES,2021-11-28 20:15:01,39.7662,2.7152,53.22,75,74,29.1
535,Berlevag,NO,2021-11-28 20:15:02,70.8578,29.0864,10.35,79,35,29.93
536,Gizo,SB,2021-11-28 20:15:02,-8.103,156.8419,82.74,75,93,8.14
537,Bonavista,CA,2021-11-28 20:15:02,48.6499,-53.1147,39.2,79,9,19.82
538,Bathsheba,BB,2021-11-28 20:15:03,13.2167,-59.5167,84.81,70,40,14.97
539,Yazd,IR,2021-11-28 20:15:03,31.8972,54.3675,55.51,50,100,4.61
540,Jacmel,HT,2021-11-28 20:15:04,18.2342,-72.5347,85.84,70,60,3.47
541,Nurota,UZ,2021-11-28 20:15:04,40.5614,65.6886,32.09,50,4,3.51
542,Am Timan,TD,2021-11-28 20:15:04,11.0297,20.2827,81.82,20,4,4.63
543,Miramar,US,2021-11-28 20:14:01,25.9873,-80.2323,78.82,50,1,10.36
544,Sioux Lookout,CA,2021-11-28 20:15:05,50.1001,-91.917,23.38,68,90,9.22
545,Hammerfest,NO,2021-11-28 20:12:22,70.6634,23.6821,17.33,72,0,16.11
546,Mossendjo,CG,2021-11-28 20:15:05,-2.9506,12.7261,69.85,98,98,2.13
547,Grand-Lahou,CI,2021-11-28 20:15:06,5.1367,-5.0242,79.92,81,4,7.94
548,Pacific Grove,US,2021-11-28 20:15:06,36.6177,-121.9166,73.51,35,1,5.75
549,Aksu,CN,2021-11-28 20:10:32,41.1231,80.2644,26.94,59,4,3.67
550,Bitam,GA,2021-11-28 20:15:07,2.076,11.5007,73.06,80,98,2.86
551,Srednekolymsk,RU,2021-11-28 20:16:07,67.45,153.6833,-33.38,98,100,8.63
552,Slobodskoy,RU,2021-11-28 20:16:08,58.7322,50.1772,33.93,98,100,10.51
553,Kiama,AU,2021-11-28 20:16:08,-34.6833,150.8667,57.47,80,82,6.24
554,Soto La Marina,MX,2021-11-28 20:16:09,23.7667,-98.2167,76.32,47,100,11.52
555,Giyani,ZA,2021-11-28 20:16:09,-23.3025,30.7187,75.74,52,100,5.61
556,Glomfjord,NO,2021-11-28 20:16:10,66.8167,13.9667,23.27,75,100,6.73
557,Waingapu,ID,2021-11-28 20:16:10,-9.6567,120.2641,79.48,80,100,4.25
558,Sao Gabriel Da Cachoeira,BR,2021-11-28 20:16:10,-0.1303,-67.0892,85.62,69,93,0.81
559,San Alberto,CO,2021-11-28 20:16:11,7.7611,-73.3922,85.05,77,47,1.41
560,Korla,CN,2021-11-28 20:16:11,41.7597,86.1469,23.49,49,0,3.15
561,Bundaberg,AU,2021-11-28 20:16:12,-24.85,152.35,71.89,100,90,9.22
562,Mantua,IT,2021-11-28 20:16:12,45.1667,10.7833,41.61,85,100,6.93
563,Crotone,IT,2021-11-28 20:16:13,39.0851,17.1178,57.33,71,8,17.87
564,Nishihara,JP,2021-11-28 20:16:14,26.1842,127.7558,69.08,73,75,13.8
565,Uchana,IN,2021-11-28 20:16:14,29.4667,76.1667,61.83,37,0,5.08
566,Gazli,UZ,2021-11-28 20:16:15,40.1333,63.45,45.82,40,0,6.04
567,Khash,IR,2021-11-28 20:16:15,28.2211,61.2158,52.59,37,15,1.92
